username,category,reserved_reason,reservation_policy,source_label,priority,is_active,requires_identity_verification
abrahamovce,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_sk_SK,70,True,True
abrahamovceofficial,city,Official city/community namespace variant.,claimable,faker_locale_sk_SK,68,True,True
abrahamsen,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_no_NO,70,True,True
abrahamsenofficial,city,Official city/community namespace variant.,claimable,faker_locale_no_NO,68,True,True
abreu,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_pt_BR,70,True,True
abreuofficial,city,Official city/community namespace variant.,claimable,faker_locale_pt_BR,68,True,True
abuzarchester,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_tr_TR,70,True,True
abuzarchesterofficial,city,Official city/community namespace variant.,claimable,faker_locale_tr_TR,68,True,True
achterveld,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_nl_NL,70,True,True
achterveldofficial,city,Official city/community namespace variant.,claimable,faker_locale_nl_NL,68,True,True
acostachester,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
acostachesterofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
adamnec,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_fr_FR,70,True,True
adamnecofficial,city,Official city/community namespace variant.,claimable,faker_locale_fr_FR,68,True,True
adamsburgh,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_NZ,70,True,True
adamsburghofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_NZ,68,True,True
adamsgate,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_NZ,70,True,True
adamsgateofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_NZ,68,True,True
adamside,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_US,70,True,True
adamsideofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_US,68,True,True
adamsstad,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_GB,70,True,True
adamsstadofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_GB,68,True,True
adamstown,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_AU,70,True,True
adamstownofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_AU,68,True,True
adjud,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_ro_RO,70,True,True
adjudofficial,city,Official city/community namespace variant.,claimable,faker_locale_ro_RO,68,True,True
adkinsstad,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_AU,70,True,True
adkinsstadofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_AU,68,True,True
adoni,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_IN,70,True,True
adoniofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_IN,68,True,True
aerdenhout,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_nl_NL,70,True,True
aerdenhoutofficial,city,Official city/community namespace variant.,claimable,faker_locale_nl_NL,68,True,True
agartala,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_IN,70,True,True
agartalaofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_IN,68,True,True
agnino,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_it_IT,70,True,True
agninoofficial,city,Official city/community namespace variant.,claimable,faker_locale_it_IT,68,True,True
agnita,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_ro_RO,70,True,True
agnitaofficial,city,Official city/community namespace variant.,claimable,faker_locale_ro_RO,68,True,True
agra,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_IN,70,True,True
agraofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_IN,68,True,True
ahaus,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_de_DE,70,True,True
ahausofficial,city,Official city/community namespace variant.,claimable,faker_locale_de_DE,68,True,True
ahmed,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_no_NO,70,True,True
ahmedabad,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_IN,70,True,True
ahmedabadofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_IN,68,True,True
ahmednagar,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_IN,70,True,True
ahmednagarofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_IN,68,True,True
ahmedofficial,city,Official city/community namespace variant.,claimable,faker_locale_no_NO,68,True,True
aimeefort,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_en_GB,70,True,True
aimeefortofficial,city,Official city/community namespace variant.,claimable,faker_locale_en_GB,68,True,True
aiud,city,City or municipality namespace reserved for official/local community use.,claimable,faker_locale_ro_RO,70,True,True
aiudofficial,city,Official city/community namespace variant.,claimable,faker_locale_ro_RO,68,True,True
